text,quality,delivery
"Into White Carly Simon A LETDOWN. Voice is the same it always was-- The standards are not well served by her rendition of them. The musical score on these tracks tries to hard to feature her voice and much is lost inn the meaning of the song. Some of the new songs are pleasant to listen too, but are not that outstanding.",neg,neg
"never recieved. The only reason for 1 star is that I could not send it without marking the star rating system...otherwise it would be 0.I never recieved this item. it was obviously lost in the mail.I would suggest a better tracking system for amazon related items...makes me leary of ordering anything through amazon again.I was in touch with the seller (book community)and they offered a full refund, which I haven't gotten yet...but they have promised to make good.I hope this helps.Kerri E. Allen",neg,neg
"Working great so far!. This item was priced great and arrived quickly. The finish wasn't great, but I plugged it in and it has been functioning great! I'm very happy with the value.",pos,pos
"no leaks!. I haven't used this product yet, however I have used Meguiar's car care before and I like it. The package came quickly. I was nervous about it leaking, based on other reviews, but I didn't have any trouble with that. Also, it was packed in it's own separate box, so even if it did leak it wouldn't have damaged anything else in my shipment.",pos,neg
Antenna not as ordered. I read the reviews and everyone had received the 1000 instead of theordered 1500 and I thought surely that problem had been fixed by now.Bad guess----I received my 1000 instead of the ordered 1500 today 17 Jan.So it seems that Amazon is making no effort to correct the problem. Itdidn't even matter that the shipping order indicated a 1500 and the ordera 1000 was shipped. Don't know yet what to do with it as others havereceived the wrong item more than once. This is unlike Amazon.,neg,neg
"love it!. We love it! My kids enjoyed watching the classic Christmas movies. My wife and I enjoyed sharing our childhood times watching these movies. Very fast shipping!thanks,Russ",pos,pos
"Persuasion. Persuasion is a very good book. It's slower than the contemporary novel, which is to be expected (it is nearly 200 years old, after all). Like all of Austen's other novels, it is of course a social commentary. It's a story of delayed love and patience. It's been called her 'most romantic.' The idea of the old love, Captain Wentworth, coming back after years apart and both parties still being in love IS very romantic, but I disagree with it being her most romantic. It's a very sweet story, and also pretty straightforward. It was a lot of fun to read, and a good story.",pos,neg
"Beautiful!. I was a little concerned when it arrived as the box was slightly torn, and the stirophome was all over the place, but.. This kitchenaid was perfect! I bought it for my mother for her birthday, and myself being only a teenager was wary on the price. However! This kitchenaid is definitely professional. It has held up to anything we have put in it, and matches our kitchen perfectly. The crimson red looks beautiful up close! Amazon also shipped it a lot faster than was expected, which was fantastic! Overall GREAT present, fantastic quality and fast shipping! Mom was impressed!",pos,pos
Have not show this one. Arrived on time and it was a great price and I will take a look at it in the future,neg,pos
"An unexpected surprise. After reading the reviews of this product, I was expecting to get at least an okay pair of jeans at a cheaper-than-my-usual cost. Needless to say, I was very disappointed when these arrived. The material was thinner than I expected it to be, the belt loops were wide enough to fit the width of two belts through and the color of the jeans were a lot bluer than the advertised picture (a very dark blue instead of a more faded, stone-washed blue).I have no problems with the sale. It arrived on time, etc., etc. But I don't think I will ever buy a cheaer-than-average pair of jeans ever again. Have since gone to the lee's jeans website and ordered directly through them.",neg,pos
"excellent, the real version is here. Validates the whole idea of DVD, as the true expression of the Director's vision.The added footage further explains the idea of the American mistake, as we see the French plantation and it's lost inhabitants, almost hazy and shimmery in the jungle. I still think that Sheen is unconvincing as a commando, he looks ragged and unhealthy, and devoid of any muscle mass. perhaps his willingness to do the dirty work made him the candidate, as far as the generals were concerned. The movie itself has an ending that is a bit flaky, reminiscent of tying up loose ends, but it does not detract too much from the scene-that of a lost group of Americans, who find themselves in the nightmare of a lifetime, doing the best job they can.",pos,neg
C'mon Joe - 6 months and no house sale :(. Ok - the statue arrived (very slow shipping by the way) and I buried it.No house sale yet! damn.Well it can't all be his fault right?oh well.,neg,neg
"too much hiss. they look good and feel nice but when you actually play them, there is way too much hiss sound. also when you walk around with these headphones the music or whatever youre listening to will pause with every step you take. the product shipped fast but the actual product i did not enjoy at all",neg,pos
"VERY disappointed and frustrated. We purchased this Castle instead of the Playmobil model because it looked like alot of fun. Intended to be 'built', we thought it would encourage our son to use his imagination and be creative. Unfortunately, as soon as we snapped the pieces together, it fell apart before my son had a chance to enjoy it. It is a constant struggle to keep it 'together' and even with the slightest bump, it comes apart and causes frustration. He has totally lost interest because it doesn't stay together long enough for him to become involved in the whole adventure that is supposed to be inspired by such a toy. It has many neat features, and had it stayed together better, I would have given it 5 stars. I wish I had spent the extra money and bought the Playmobil, obviously the better choice.",neg,neg
"Definitely not Laurens' best. Oh, dear. So many people recommended this book, saying that they had delayed reading it because of the cheesy title, but it was wonderful. In a word, no.Sure, Laurens is the queen of the panting, highly explicit sex scene, but this book took even that to the point of ridiculousness. Not that that's too hard to do. My biggest beef with this book is that the strong, independent heroine became a total wimp every time the hero came near her. Their relationship was about sex not love; I can't see them making it as a lifetime couple. Jack always has to have the upper hand and Kit always gives in the moment he touches her.Silly.The first books in the Cynster series are Laurens' best -- you know, the ones before she starts getting repetitious.",neg,neg
disappointed. i was very disappointed with this cd as it skipped on the songs-it seems as if it had been damaged and resold,neg,neg
"Great country videos from the 80s. I bought this tape to get the Juice Newton video ""Can't Wait All Night."" Back in the 80s, country videos were scarce, only a handful of songs got the distinction to have an accompanying music video, as it was a relatively new medium. This VHS has 7 classic videos from RCA recording artists. You hardly see these anymore on TV. Alabama's ""There's No Way"" is one of their all-time classics, as is Ronnie Milsap's ""Lost in the 50s Tonight."" The aforementioned Juice Newton song ""Can't Wait All Night"" is awesome, I first saw it on [...]. We also get the Judds' ""Love Is Alive,"" Waylon Jennings' ""America,"" Kenny Rogers' ""morning Desire,"" and Earl Thomas Conley's ""Crowd Around the Corner."" 7 great videos from 7 great country superstars! Let's hope this sees its release on DVD someday--soon!",pos,neg
Diablo 2 When I kill a monster I like it to stay dead.. This review is for those who plan to play Diablo 2 off-line and not online. This game has some really serious design flaws. The first being the inability to save when you want. The second being every time you exit the game the monsters repopulate forcing you to replay that area over again and losing an hour of so of your time. Also the storyline wasnt that interesting mostly just hack and slash and I lost interest half way through the game which has never happened before.,neg,neg
"One fan made a scraping noise. You're money is better spent on another product.It's made out of plastic so it feels cheaply made. A nice thing about the product is that the fans are incredibly quiet, damn near silent, if it isn't damaged. I had one fan made a scraping noise.The fans are designed to draw the heat from the laptop, but I've found that these coolers are less effective than the laptop coolers that blow cool air in.",neg,neg
"Movie. When I opened this movie, it had been damaged in two spots. Since it's a Christmas present, I'm not very happy with it.",neg,neg
"very poor packaging.... The price was good for the specs but did not have the chance to try out because it was damaged during shipping. Handle was bent (caused the crack in the plastic covering), oil all over the place, both gauges were bent inward and broken (gauge housing is plastic... not metal like others). Box was fine except one hole in the side.",neg,neg
"Great second effort. I had my doubts when I bought this album, like; Was it gonna live up to his name and the hype? The doubts were quickly erased after I heard the first track ""Coming 2 America"" a sure to be single. Right after that you hear his second single ""Roll Out"" a decent song but no way is it the best on the album. Same thing with ""Area Codes"" (should this have actually been on his album?). ""Move B*tch"" and ""Block Lock Down"" are the sleeper hits of the album. And ""Greatest Hits"" is one of the funnier skits Ive heard. The album ends off with the hidden track ""Welcome to Atlanta"", and great song by Ludacris but damaged by JD's rhymes and consistincy of saying ""Yo"". The Album is worth the ($), for his funny rhymes and great beats.",pos,neg
"Kitchen Brush. OXO Good Grips Kitchen Brush arrived in good condition. Larger grippy handle is great, brush cleans items well. Only drawback is that the bristles flattened on the most used area within 4 or 5 months. Guess things cannot last forever.Speedy delivery.",pos,pos
"Excellent Film. With the recent release of ""Flags of Our Fathers"", this movie should be made available on DVD ASAP. This is a fine film, and that is coming from one who is not necessarily a Tony Curtis fan. This film can be gotten on a poor quality VHS rendition from several vendors (I know because I got one), but it should be redone on DVD while the subject is hot. It appears this will be lost in the shuffle and it is a shame. Even the VHS version is better than nothing--GET IT!",pos,neg
Very dangerous!!! Avoid if you don't want liver cancer.. I have been using this for months and a few days ago I have realized that my liver has been seriously damaged. Apparently this dosage is dangerously high. It's 5 times higher than recommended dosage.I hope my pregnant wife will not have problems with the baby is born as she was using it too. Regardless I will probably sue this company and perhaps Amazon if they don't reach out to me before that.,neg,neg
old time magic. this is a old movie that shows how they did it years ago you can get lost in it and enjoy it verry funny a must see,pos,neg
"Great Shower Filter!. This arrived on time, it was easy to install and we really like it! I haven't had to replace the filter yet but I don't foresee that ever being a problem. Very happy with this purchase and the seller. It looks as good as one that I had picked out for twice the price!",pos,pos
"Skip it. As a Maiden fan for 20+ years, I've spent many an hour singing along and banging my head to one of the best bands that metal has ever offered up. I don't even consider this a Maiden album, but it is so I have to compare it to the rest of the catalog. Blaze's voice is so flat and boring that it's amazing nobody questioned it during the recording/mixing; just listen to him saying ""Falling down"" on Man On The Edge. Paul Dianno didn't have half the range as Bruce, but he pulled it off just fine. The other thing I've noticed is that the compositions aren't up to the normal Maiden level. It seems like Steve just really wasn't into it or maybe he just lost inspiration. I'm not going to rip this album apart because it's just a small blip on the the legacy of a band that I couldn't hold any higher regard for.",neg,neg
"Picture remastering poor, sound mono as if from a synd tape. They need to take a new transfer from Paramount's original interpositive, and remix the music and effects tracks into Stereo utilizing Paramount's original 3-track music and effects masters as they did for Paramount's other classic treasure, Willie Wonka.This DVD is only better than it's 12-inch LaserDisc cousin due to the widescreen transfer. However, the color is poor, the print they took the transfer from appears severely damaged in several places, the film jitter and weave is completely unwatchable. The sound is monaural and appears to be color-matched and sound equalized to look and sound good on the TV's of the early 70's when the film came to home video the first time. It's as if someone played a 16MM classroom print of the film on a classroom projector, aimed a camera and a microphone at the classroom projector and then used that for the DVD master.",neg,neg
"bullfrog webkinz. Webkinz is a favorite of my daughter, my 7 yr old son always watches her play with them on the computer. He asked santa for one and he really loved it. This bullfrog is so cute and a good size. Great shipping and good packaging. This gift is perfect for a boy or girl.",pos,pos
nice. Fast shipping good condition. Not what I thought the book would be about (I was thinking veggie gardening) but helpful none the less,pos,pos
"A nasty, stale crumpet from London..... A fellow co-worker recommended this movie to me, and I do have to say that I laughed quite a bit, but this movie was just plain dumb. Its basically just a London version of A NIGHT AT THE ROXBURY, with one too many erection jokes. It gets annoying after a while, and I lost interest in it about half way through. I finished it hoping it would get better.It didn't.",neg,neg
"Satisfying, engrossing, inspiring.. While I was a voracious reader of fiction through childhood and adolescence, adulthood has laid a guilty mantle of no-nonsense and practical responsibility on me. Fiction has been set aside along with fast food, tv, and too much ice cream. 99% of my book purchases have been non-fiction geared towards learning for the last five years.For some reason (maybe because the name reminds me of Aragorn?) I picked Eragon up while on my way to check-out at a popular store. It was cheap, I thought I would flip through it or who knows what. Well I read the first two pages, and then proceeded to get nothing useful done for the rest of my weekend! How wonderful to be reminded of my youthful summers lost in other worlds...In Summary: don't start reading this book if you are pressed for time to complete important chores, such as cleaning the house for visitors or studying for a test...you'll get nothing done for two days while engrossed in Eragon's story.",pos,neg
"Not my first or last choice - under the right conditions I'd use again. Slow to ship, slow shipping (media mail), over charged for slow shipping (charged more than priority shipping rate for media mail), and book was not in as good a quality as advertised. Inside cover - first leaf has area cut/removed that is about the size of a bar code sticker. I suspect this was a library book that has been resold. No clear evidence of this as there are no stamps that say belongs to ""X"" library, but the first page is cut. This dramatically reduces the value of the book. A collector of excellent condition first editions, as this book was advertised, would not be satisfied with such undisclosed damage. The rest of the book is in good condition - but not collection quality because of damage.",neg,neg
"Big Disappointment. This product looked so promising,especially after sifting through the reviews. Product arrived quickly, but upon opening & filling with water, the corners of the bag were leaking! The plastic bag is extra-cheap/thin. I would've given 1 star, but I gave 2 Stars because an hour after I fixed the bag's corners & put it up, I had already caught 3 flies (also seemed promising). Within the first 24 hours, the bag came unattached from the yellow lid & dropped to the ground, dumping its PUTRID smelling contents in the yard that the dogs tried to consume. This was a terrible waste of money.",neg,pos
"Atlas. Product came in almost perfect condition, even though it said it was used and came super fast. It looked brand new. Great purchase!",pos,pos
"Disappointment in quality. I ordered this book new from Amazon along with all the other books I needed for my semester. All the other books came in brand new, but this one was incredibly damaged. It was obviously shipped damaged because the package was not damaged and none of the other books were. I would have sent the book back but I need it for class in a few days and wouldn't have time to send it back and receive a new one. Below is a link to a few pictures I took of the damaged book. I am very disappointed.http://imgur.com/a/7f2fe",neg,neg
"Enjoyable tent for little ones. This particular tunnel is used at my local library during children's story/play time. All of the children rush to play in it which is why I purchased this one for my child. If your child is younger, a brighter color might be more inviting than the dark blue one but overall, they are sturdy and easy to use. It shipped quickly and matches the product description/photo online.",pos,pos
"a very musical pair of speakers. The vendor AcousticSounddesign shipped out the tower speakers promptly. The tower speakers (one in each box) arrived undamaged, to my relief. These Acoustech HT-75 speakers doesn't need that much power to produce decent volume, living up to the ""high-efficiency"" description. The sound coming out is bright, accurate, quick and detailed. For more low end, a sub-woofer is recommended to go with these tower speakers. The construction is on the thin/light side. I suspect that if the huge front port is made any smaller, resonance will form inside due to the light construction. Overall, these speakers look as good as they sound. A good value for sure.",pos,neg
I wouldn't have my cheese any other way. I once had a great slicer. This is good slicer but not great. Sometimes my cheese gets too hard and my wire so weak. It's most useful for Jalepeno Monteray because of its tiny gerth no pepper is lost in the slicing process.,pos,neg
"great service, price, and shipping. After wasting time and gas looking fo a simple male to male USB in places like Walmart and Kmart, you would think it alost being 2013 they would carry such a simple item by now in their electronics department, I finally found what I needed here on Amazon. The Sanoxy USB cable worked perfectly for what I was needing! The price was excellent, the product arrived quickly, and the 6 foot length was perfect! When I have the need for more cables I will choose Sanoxy again rom the beginning.",pos,pos
"Great little extinguisher. I think Amazon must have been paying attention to the reviews and fixed some of the packaging issues. The box I received was bigger then it needed to be with lots of padding inside and a big sticker that said ""over pack"" on the outside. I had none of the banged up, dinged, or damaged issues that previous reviewers experienced. The price was very good and it got here very fast in typical Amazon style. It's not huge and fits under my kitchen counter. The level was in the green like it should be for a newly purchased extinguisher. Hopefully, I don't ever need to use it, but if I do I feel confident it would work with no issues what so ever.",pos,neg
Binder Quality. Decent quality for a decent price. It has held up well so far and the price was competitive to what I could get it local for. It arrived quickly.,pos,pos
"Who did da dub?. Transfer is OK, although colors are a little 'washed out' (maybe a conscious decision by the director.) English audio dub is a real hack job, with horrible lip sinc and dialogue that was definitely 'lost in translation'. Even with the horrible dialogue, the film has some very good action sequences and some pretty good acting. Definitely rent this one unless you are a combat junkie and speak fluent Russian, then it might be a buy.",neg,neg
"A Dark Classic. This is my all time favorite CD. I'd never heard of Nine Inch Nails until I bought this CD by accident. I'm not a big fan of techno rock or punk music but this is different. At the time I first heard this CD I was going through a bad relationship. I must have listened to ""Something I can never have"" a million times. What an awesome song. I can lay back, close my eyes and get lost in the slow, dark melody. Trent must have been in bad relationship when he wrote the lyrics to this CD. ""Sanctified, Kinda I want to, That's what I get and The only time,"" are all songs about a guy who's painfully in love but about to get hurt or dumped. This is one of those CD's that you can listen to the whole way through and not find one bad song. A must have for anyone that has ever had their heart broken.",pos,neg
"Works Great!. Reasonably priced, arrived on time and in one piece. Functions as advertised and I have had no problems with it.",pos,pos
"Very well researched and written.. Reading this book was an emotional experience. The author was able to describe scenes so accurate that I actually felt as if I were that little 5 year old girl, lost in the wilderness, hungry, cold, tired, delusional, and frightened. I was captivated with this series and reread all four books five times already. I've learned more about survival from this book than I have from 12 years in our public school systems. Great job. When's the wedding going to be written?",pos,neg
"Nice design but not durable. Most home improvement stores no longer carry this product for a reason. Yes, the design is attractive and the tool is user-friendly, like other Fiskars products, but this is not a heavy-duty tool and it will not last. I quickly damaged the saw blade, and found this is hard to replace. After a few more uses, the bypass pruner broke. The failure was at the hinge, which has a plastic joint. In attempting to prune a branch that fit into the jaw (which it should therefore be able to cut), the force of the cut made the metal blade come off this joint and damage the joint in the process. My recommendation is therefore to look for a pruner with all-metal construction and easy to find replacement blades. I replaced mine with a Corona, which is heavier, but appropriately heavier duty.",neg,neg
"not really faster than a spoon and a sieve, plus leaked black liquid. This took forever, it didn't seperate a lot of the applesauce from the pulp, plus every so often it leaked black liquid into my applesauce and I had to scoop it out. So disapointing!",neg,neg
"Catastrophe Cave!. The advetising on the box caught my attention so I bought this playset for my son's birthday. It was a complete waste of money! The toy design is terrible! The batcave falls over when played with. The elevator doesn't function properly either. Because of all the malfunctions and collapes, my son lost interest within five minutes of play. If you want your child to have a Happy Birthday or Merry Christmas go with something other than this toy.",neg,neg
"yahhh pampers!. Well, I heard from other mom's about buying diapers from amazon and let me say they were right! Affordable price, quick delivery and right on time for my growing infant! A +++",pos,pos
"Whistle Blower. Hard to find this Len Deighton Harry Palmer movie. I got excited when I saw it listed, I screw up and did not read far enough to see that it is for Regio 2 not Region1. So my error not the sellor, so I have not seen this missing jewel in my collection.It was packaged for safe delivery, arrived quickly from Europe. My ERROR Not Seller.Still looking for a region one copy??????",pos,pos
"IT WAS BROKEN INTO PIECES INSIDE. I really don't know what could happend to this VCR trough out the shippment but when I received it from UPS it was damaged in such a way that I thougt it was a bad joke..... I opened the box, just took a look of what it was left and inmeditely closed the box, I was really disapointed.I can't rate this VCR because I never even plug it into the wall.",neg,neg
Terrible diaper. I got these diapers because I had a coupon. Big mistake. It felt like it took forever for me to get through this one pack of diapers. I almost threw them out completely. They have hardly ANY tabs on the size so they are too tight on my little one. They are also pretty scratchy and not at all soft.I think the best diapers on the market are the swaddlers made by the same company.,neg,neg
"A Terrible Disappointment. I needed help getting my groceries and other items home from the stores around my neighborhood. This cart started falling apart within two weeks. It lost a wheel within a month. I had to buy a nylon lining for it or nothing would stay in and many things from the grocery store would be damaged. The whole thing fell apart completely within two months. It was a mess. Aside from the fact you needed a degree to put it together, some of the parts were missing.",neg,neg
"Amazing Stuff!. This gunk will breath an extra few months out of the soles even the most beat up, falling apart shoes in your closet. For $6 or so you won't have to replace them so soon, just squeeze some of this goo into the damaged area and let it sit for 24 hours: Presto, a waterproof bond that will hold up until you are ready to buy a new pair.",pos,neg
Excellent blade. This was a beautiful obsidian blade that arrived quickly. I will order again the next time I want to make a knife. The price was reasonable as well.,pos,pos
"Life is too short to read bad books!. This is my first read of a Carol O'Connell novel so I don't know what the previous in the series were like. However, I'll never find out. I just couldn't follow this story; it was all over the place. Events were jumbled. Had I not read the end flap, I basically would have had no idea whatsoever what the plot was supposed to be about. O'Connell assumes the reader knows more than they do, I think. The writing was neither smooth nor particularily compelling. I cannot comment on the effectiveness of the ending as I never got there; I was too hopelessly lost in the poorly executed plot. Any book that it so poorly written that I cannot finish it gets one star from me. Unfortunately, I purchased this book new. Wish I could get my money back. Life is too short to read bad books!",neg,neg
"Garbage From the word ""GO!"". A recent newspaper software reviewer from my local area regarding the Windows ME operating system was quoted as to saying it was in fact, ""brain damaged."" Upon first use by the average consumer one can see why such an accusation would be made.In this reviewers opinion, Window ME was found to be nothing more than an exercise in aggrivation. From all of the software crashes, mouse freezes, and system lockups there is no way the average user can call Windows ME an operating system at all. The only productive session I've had was with the box that Windows ME came in. The box is a nice space to store more important software after the Windows ME OS materials have been emptied from it.There really is no need in trying to revamp or patch-up a product like this through upgrades because it seemed to be a lost cause from it's inception...",neg,neg
So cute!. So cute and very easy to put up! I saved a few dollars buying it here and it arrived quickly. Highly recommend!,pos,pos
"The Book is Better than the Movie. Let yourself get lost in Atlanta with the characters of Gone With the Wind. You'll yearn for a sequal. If you've seen the movie, you've really seen a different story that what you'll find in the book.",neg,neg
Good Bye Yellow Jackets!. Rescue YJTC_SF9 Yellow jacket attractant cartridge works! We have used it at our house now for two years. My wife used to get stung while gardening. The Large variety of yellow jacket just goes for her. The Rscue traps work to nip the population. WE put the traps out before the snow is gone and keep them up late in the fall. Thanks for a great product! The product may be stored for long periods of time as it has no expiration date if the original packing is undamaged.I love being able to buy so many items through Amazon.,pos,neg
Grama Mac. I have a 7yr old granddaughter and 4yr old grandson. I had this toy out for the fourth of July and they threw 2or 3 times and lost interest. The product is flimsy and is meant for 2-3 year olds at best. I was very disappointed.,neg,neg
"kaleidoscope. Delivery took a long time, I damaged the cd when opening it, because there was a very slim cover on the cd. Difference between package and cdcover was not visible. Complaint, but reaction from seller very low. CD's damaged by customer will not be replaced. Reaction from me, returning customer, gave no reaction at all from seller. last cd I bought there.Music is overwhelmingly good, by the way.",neg,neg
Not very clear. I found this book to be very tedious and hard to read. I got lost in its narrative. I also thought that it didn't cover all sides about ethics and the vision for the future of genetics was shortsighted and borring.,neg,neg
"Works like a charm. When we converted over to Time-Warner digital phone service, we could no longer connect via the wireless modem jack. so, we hooked this up to our Linksys WRT-300N Wireless Broadband Router and it works like a charm updating Tivo all the time plus a bunch of extras. Good Price (less than the Tivo website)& quick delivery.",pos,pos
Great Product. Arrived quickly and worked great! Awesome space saver and installed easily. It was nice to create more space in our laundry arear.,pos,pos
Great Service. I am happy with my transaction and my husband loves the product. It arrived on time and in great condition.,pos,pos
"""New foil"" color is ugly. I purchased the silver foil and they were sooo ugly. I guess I didn't look at the picture close enough because I didn't notice the ""chipped paint"" look on the heal. Upon opening the package I thought they were damaged. Nope, that's how they're supposed to look. Ugly and tacky. Didn't bother trying them on.",neg,neg
True Sci-Fi Classic!!!. This is one of the best special edition packs yet. If you love everything Robby the Robot then this edition is for you -- and why not for the great Amazon price!I have so many versions of this film... this is the best transfer yet and the added bonus of The Invisible Boy - so hard to get - and loads of extras... well I would suggest getting it now.True Classics never die... and please if someone is going to make a remake don't go stuffing up the robot like you did in Lost In Space... I think fans prefer the original and not these weird over-the-top constructions that have no character.This was never one of my favorite films but Robby always one of the best and 'true-looking' robots ever!!! True style... a great family favorite.,pos,neg
"Very cool!. The book arrived on time and well packaged. The *only* fault that I would have (and this is in no way a reflection on the seller) is that the one foldout I was looking for on Point of Fork... wasn't there. However, the book itself? Very good condition... and I'm very proud to have this in my collection -- and for a reasonable price! Would definitely buy from again!",pos,pos
"Stunningly bad. I saw a sneak preview of this tonight, and was amazed at how bad it was. Bill Murray, what were you thinking? I don't think there's ever been as huge a quality gap between successive lead roles as between ""Lost in Translation"" and ""Garfield.""What can I say. The jokes fall flat, Nermal's voice is all wrong, and what happens between Jon and Liz is... well, let me put it this way. What would you think if Charlie Brown were to talk to the little red-haired girl, of if Schroeder gave Lucy a present on Beethoven's birthday? Such things are just not supposed to be!The only good thing about this movie was being able to look at Jennifer Love Hewitt walking around in some rather short, tight dresses.The kids in the audience seemed to be enjoying themselves enough, but they enjoyed the ""Gone Nutty"" short that preceded the feature a *lot* more. What a disaster. Adults, only go see this if you have to because of your kids.",neg,neg
"Not what I anticipated.... Although the actors' portrayals in this film were well done, the film itself failed to strike a chord in me entirely. I believe that the actual topic of the film was tip-toed around as it took too long to get to the actual story. There was too much socializing and partying going on which abaded the true topic. The ending was extremely poor as it simply states the official outcome of the film's premise rather than take you through the meat of the process which is what would've been the real point to the film. If you really want to see this film I would not recommend purchasing it but rather renting it, if possible. Good day! :)",neg,neg
Great Book!. Really great quality! Quick shippment. Was exactly want I was required to have for class and I'm able to use in the future classes.,pos,pos
"Amazing book! (but came slightly damaged). If this review was just about the book itself it would have gotten all five stars! The book changed the way i looked at the world when i read it as a kid in english, and as i learned french i knew i had to have a copy in the original language!i ordered it and it arrived surprisingly fast!but sadly the cover was damaged and scraped up...If you have never read the book before: BUY IT! READ IT! LOVE IT!but if you have read it and simply want a collection piece then its a 'maybe'",pos,neg
"It's no *Enron: Smartest Guys in the Room*.... This doc follows a political career over its arc. That's fascinating right now, but in 10 years this doc might be utterly forgotten. That's because a political career is not a character. Or at least it wasn't in this doc.Enron did a much better job of tracking the rising hubris and avarice of characters and weaving a compelling story from that.This doc did do a good job of noting the extent to which politics is both petty and owned by big business - without unduly underscoring it or hitting the audience over the head with it.Anyway, it's a letdown after expecting another Enron, but it's still better than 95%+ of the docs out there. At least these guys know the basics of documentary filmmaking, which apparently was written in a single book that got lost in the last decade.",pos,neg
"Beautiful color, excellent product, great price & fast shipping.. Product is durable and exceptionally priced. I am very pleased with the fast shipping. Brushed bronze is a beautiful color to complement any bathroom style.",pos,pos
"Ever Wonder What Planet Some People Might Be From?. I don't know where these ''problems'' that some are proclaiming from damaged parts to the simplest. Read the instructions first I guess is the best advice? Anyway, this is the best product and I've brought this particular version, the B70. AND cheaper at Khol's. Wait for it.......$149. Plus 20% off coupon they sent thru the mail!! So far, I've had no gripes whatsoever with Keurig brand. The reason I went for this one was because the amount of water this one held. Versus the ones below this B70 held much less and didn't want to keep refilling with each cup of coffee or two. Great buy. Especially the amount of money I've saved let alone for the price!! #WooHoo! :D",pos,neg
"Bad packaging. I bought this console and mirror to make a set with the Cedar Chest and Magazine rack End Table. The mirror and table top were damaged in the first unit, so I sent it back. Amazon.com was great about the return and replacement.The second unit had damage on the mirror frame and table top. Because the damage to the mirror frame was at the top, I kept the unit, and called the manufacturer for a replacement of just the table top. Just like the Cedar chest, it was crushed on one corner.I just received the replacement top, and it was damaged too. This company needs to review their packing department and procedures. I would never recommend them, even though their product is well made and lovely. Right now, the Console has a damaged Mirror frame and a damaged Table top, and I'm just so fed up I'm going to live with it. The magazine rack arrived without incident and I'm not going to ever order the Cedar Chest again. I'm very unhappy.",neg,neg
"Satisfactory but expensive. These cushions are good. They arrived on time and were in every way as promised.They are really expensive for what you get and cost me about 50% more than a pair I had ordered earlier this summer.Would not have ordered same cushions again at this price, but I wanted them to match.",neg,pos
shania twain. Excellent service and fast delivery. DVD arrived in perfect condition and I would definitely order from this seller again. Thanks for the great service!!!,pos,pos
"Awesome. If you are looking to find out how your man thinks, this book will help. I have found it very useful and recommend everyone whether you are in a relationship or not to read it. The book was in perfect condition and shipped quickly. Thanks Amazon!",pos,pos
"A PERSONAL NOTE TO CLIVE DAVIS & ARNOLD STIEFEL. NOTE TO CLIVE and ARNIE: Think about the legacy. Think about songs like Maggie May, Every Picture Tells A Store, Scared and Scarred, The Wild Horse, Lost in You, Go Out Dancing, I Was Only Joking, The Killing of Georgie, Mandolin Wind, Italian Girls, Is That the THanks I Get?, Rebel Heart, You're in My Heart, Lady Luck, Every Beat of My Heart, A Night Like This, Stone Cold Sober, Young Turks, Moment of Glory, Dynamite, etc, etc.,,,,You are not doing the public a favor--you are robbing us of one of Rock's best songwriters. You and Rod have enough money. Think quality. Please. I am begging.......Rod doing so-so version of so-so songs is boring and so beneath his talent. This album is well beneath the talent of one Roderick Stewart. GIVE US OUR ROCK STAR BACK!!!!!",neg,neg
"Not for Kindle. The commentary is modern and relevant, and the play itself is a masterwork: it challenges the audience directly with the character of Gaius Martius Coriolanus, who derives his being from war. It is a very great play, worthy of long and careful study. But the Kindle edition is essentially unreadable: it's impossible to tell the length of lines, since all is presented in scarcely differentiated blocks of text which, alarmingly, change sizes are you're reading. There are no notes to explain terms. The apparatus considered essential for modern readers is lost in the transition to Kindle format. (Try to find any act-scene-line combination: it's almost impossible). The Kindle is pretty slick, but the formatting of Shakespeare's play is beond this device. Buy the paperback; or let me know if you find a Kindle-compatible version that preserve stage direction, notes on the text, and the proper division of lines.",neg,neg
"Depressing Horror Film!. I've read almost all of Stephen King's works just as I've watched all of their screen transalations and at least three movies came out much better than the book. They are: Salem's Lot, The Shining (I don't care what Stephen King thinks about this himself, but Kubrick's version was rather intense) and the third is Pet Sematary. This film transcends fear and churns emotions to pieces. This movie rendered me helpless as what to feel - emotionally damaged or scared to near death or both. It can be a fascinating experience if you look back later on. A one of a kind of horror film.",pos,neg
"How to make easy concepts as difficult as possible in 21 day. Mr. Conley has taken easy concepts & completely obscured them in arcane language that only a lawyer could love. I found myself lost in his description of things I already knew.Remember John, the goal here is not to prove that you know what your talking about, but to pass the knowledge on to new comers. Tip #1: tone down the jargon.I have been working with VB for over a year. ""Teach Yourself"" is a good title for this book because that's exactly what you'll be doing, teaching yourself without much help from the text.",neg,neg
"badly damaged casing. the dvd is ok, but the casing is badly damaged. it's a frustration not able to have a proper casing to keep the dvd",neg,neg
